,cluster_id,item_id,medium,title,url,primary_hue,avg_hue,hue_var,primary_sat,avg_sat,sat_var,primary_val,avg_val,val_var,symmetry,bluriness,aspect_ratio,retail_price,area,width,height
25,3,25,acrylic,White Sky,https://res.cloudinary.com/drizlalpha/image/upload/w_400/jstorq/art/lgszazwfahozlcgjh45o.jpg,27.0,0.620428193781,0.0644044963978,1.0,0.146647167976,0.0275447183672,31.0,0.630536064426,0.0703861487584,0.0689044610236,0.268443887837,1.33928571429,2100.0,1200.0,40.0,30.0
26,1,26,acrylic,Bubbles,https://res.cloudinary.com/drizlalpha/image/upload/w_400/jstorq/art/lsnwh4f2jkd6stol87mo.jpg,6.0,0.143059900763,0.00525796043506,5.0,0.226716391914,0.0213639094084,24.0,0.707949054622,0.034584092423,0.0321247422444,0.00884415761066,1.33928571429,1900.0,1200.0,40.0,30.0
27,3,27,oil,"Red Truck Wesier, ID",https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/ok04xcxihj3u9germ1gb.jpg,32.0,0.635694104646,0.049431522746,10.0,0.325877153714,0.0339149322352,31.0,0.664997898131,0.092591234794,0.0514473816849,0.0279630076634,0.756666666667,1750.0,713.0,23.0,31.0
28,0,28,mixed media,Iliovasilima II,https://res.cloudinary.com/drizlalpha/image/upload/w_400/clientart/art/abfdajnlwiy6rnyvit0v.png,47.0,0.63080959087,0.187252074948,20.0,0.586402217888,0.0272994270795,25.0,0.772777491693,0.0129472030865,0.0283218583885,0.0476643944547,0.99,15000.0,1600.0,40.0,40.0
29,0,29,,Northeast Mist,https://res.cloudinary.com/artstudiospace/image/upload/w_400/admin/art/beadquoyvpvruny3f0cp.png,25.0,0.452094760832,0.0520375163906,1.0,0.246275823964,0.045319718232,29.0,0.665473621257,0.0691579276213,0.0599790755265,0.0365125703075,1.96078431373,2200.0,2160.0,72.0,30.0
30,3,30,acrylic,Gathering Life Experiences II,https://res.cloudinary.com/drizlalpha/image/upload/w_400/cprimack/art/ju9rqiiqhu1rcgnx3mi7.jpg,0.0,0.261502423016,0.0726173421711,6.0,0.392453603977,0.066782760184,21.0,0.513604032944,0.0318863309045,0.0647390657275,0.00201934676094,0.743333333333,2200.0,1200.0,30.0,40.0
31,2,31,acrylic,Wet,https://res.cloudinary.com/drizlalpha/image/upload/w_400/jstorq/art/ehymge67rxkhs0rnx0od.jpg,5.0,0.266100708075,0.0235005531787,9.0,0.421934212432,0.0345823637065,15.0,0.491351859066,0.0161050905498,0.0365070955071,0.00740423211267,1.98675496689,3200.0,1800.0,60.0,30.0
32,0,32,oil,Untitled No. 257,https://res.cloudinary.com/drizlalpha/image/upload/w_400/jeremyprim/art/clndu1d8a3fn2j0c9n84.jpg,26.0,0.547675121264,0.000167424482278,15.0,0.449540599202,0.0151163233677,28.0,0.849740355348,0.0132126573489,0.0161522190109,0.00225878152521,1.08303249097,2500.0,2304.0,48.0,48.0
33,4,33,acrylics,Gathering Life Experiences I,https://res.cloudinary.com/drizlalpha/image/upload/w_400/cprimack/art/wjw1hqbmzqvqipnyqyrj.jpg,0.0,0.211931800796,0.0572902648023,0.0,0.367853268713,0.0698995036926,4.0,0.487780368604,0.0320746886997,0.0265963431314,0.000839979087509,0.74,2200.0,1200.0,30.0,40.0
34,1,34,,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/mieqkep1cscrpsmtqsyr.jpg,5.0,0.324448796072,0.0483501076276,3.0,0.243284440411,0.0351576608414,22.0,0.547684552199,0.0528777835245,0.0350727451687,0.0753919255081,0.986666666667,0.0,0.0,0.0,0.0
35,1,35,,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/jackieavery/art/ip22blfvjgqfzmmtyrwy.jpg,3.0,0.157295334536,0.0430344177264,16.0,0.447687846347,0.0374993379212,31.0,0.569721365287,0.0749816599736,0.0593544514858,0.016410095724,1.33333333333,0.0,0.0,0.0,0.0
36,4,36,acrylic,Andrew's Island,https://res.cloudinary.com/drizlalpha/image/upload/w_400/ricardoduque11/art/uor9so9xghylscnrc04j.jpg,3.0,0.318240613148,0.0433241950123,6.0,0.271025922422,0.029681588121,11.0,0.42988533579,0.0447015306053,0.0335044860179,0.0128339562619,1.0067114094,1100.0,1296.0,36.0,36.0
37,4,37,encaustic,Wild Flowers & Butterflies Triptyh,https://res.cloudinary.com/drizlalpha/image/upload/w_400/penelope35/art/g5ujumiighiom4u6zfxe.jpg,7.0,0.339093533259,0.0406011568951,9.0,0.394330590151,0.0381653337001,14.0,0.523708469499,0.0381053643671,0.0386151423543,0.0219791986312,3.125,375.0,432.0,36.0,12.0
38,3,38,acrylic,Gumballs and Wonder Break,https://res.cloudinary.com/drizlalpha/image/upload/w_400/jstorq/art/f36ihdosbyhinl03wkem.jpg,5.0,0.262371781303,0.0773337632192,6.0,0.376131479679,0.0510747529053,25.0,0.717339069524,0.038167730457,0.0490510616789,0.191485034207,0.79,3800.0,2880.0,48.0,60.0
